[2025-07-11 17:26:38] 程序启动
[2025-07-11 17:26:38] 初始训练完成
[2025-07-11 17:43:38] 程序启动
[2025-07-11 17:43:38] 初始训练完成
[2025-07-11 17:44:22] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:22] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:22] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:22] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:22] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:22] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:22] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:22] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:22] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:22] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:22] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:23] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0002
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:24] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
[2025-07-11 17:44:25] 自主学习本轮平均损失: 0.0001
